Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,All Costs,Address,City,County,State
2011,11/14/2011 9:20 AM,30909,TRANSMONTAIGNE OPERATING COMPANY L.P.,ONSHORE,TANK,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BROWNSVILLE,CAMERON,TX,25.964238,-97.381096,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,1330.0,0.0,1330.0,NO,NO,YES,87130,"{'road': 'Cantu Road', 'hamlet': 'Port Brownsville', 'county': 'Cameron County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Cameron County', 2: 'Texas'}",La Marque,Galveston,Texas
2011,11/15/2011 3:53 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,TANK,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.345779999999998,-94.936904,ALL OTHER CAUSES,MISCELLANEOUS,2490.0,2490.0,0.0,NO,NO,YES,385900,"{'road': 'TX 3', 'city': 'La Marque', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77568', 'country': 'United States of America', 'country_code': 'us', 0: 'La Marque', 1: 'Galveston County', 2: 'Texas'}",Avery,Lincoln,Oklahoma
2011,11/16/2011 11:20 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.94085,-96.7502,CORROSION,INTERNAL,140.0,85.0,55.0,NO,NO,YES,111651,"{'road': 'N3510 Road', 'hamlet': 'Avery', 'county': 'Lincoln County', 'state': 'Oklahoma', 'postcode': '74023', 'country': 'United States of America', 'country_code': 'us', 1: 'Lincoln County', 2: 'Oklahoma'}",Chicago,Cook,Illinois
2011,11/17/2011 11:02 AM,22430,WEST SHORE PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CHICAGO,COOK,IL,41.659288000000004,-87.569198,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",16.6,16.6,0.0,NO,NO,YES,460544,"{'road': 'East 130th Street', 'neighbourhood': 'South Deering', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'postcode': '60633', 'country': 'United States of America', 'country_code': 'us', 0: 'Chicago', 1: 'Cook County', 2: 'Illinois'}",,Clearwater,Minnesota
2011,11/20/2011 9:30 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,TANK,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.68889,-95.41221999999999,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.48,0.48,0.0,NO,NO,NO,3100,"{'road': '470th Street', 'county': 'Clearwater County', 'state': 'Minnesota', 'postcode': '56634', 'country': 'United States of America', 'country_code': 'us', 1: 'Clearwater County', 2: 'Minnesota'}",Carteret,Middlesex,New Jersey
2011,11/21/2011 10:15 AM,32044,BP USFO/LOGISTICS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.588225,-74.222514,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.19,1.19,0.0,NO,NO,NO,14300,"{'road': 'Hayward Avenue', 'town': 'Carteret', 'county': 'Middlesex County', 'state': 'New Jersey', 'postcode': '07008', 'country': 'United States of America', 'country_code': 'us', 1: 'Middlesex County', 2: 'New Jersey'}",Dalton City,Macon,Illinois
2011,11/21/2011 11:57 AM,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MILAM,MACON,IL,39.711344,-88.85166,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0.01,0.01,0.0,NO,NO,YES,709351,"{'house_number': '6197', 'road': 'East Andrews Street Road', 'village': 'Dalton City', 'county': 'Macon County', 'state': 'Illinois', 'postcode': '61925', 'country': 'United States of America', 'country_code': 'us', 1: 'Macon County', 2: 'Illinois'}",Vincent Landing,Calcasieu Parish,Louisiana
2011,11/22/2011 3:37 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SULPHUR,CALCASIEU,LA,30.16485,-93.35127,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,85.0,0.0,85.0,NO,NO,YES,2785,"{'house_number': '5728', 'road': 'State Route 1133', 'hamlet': 'Vincent Landing', 'county': 'Calcasieu Parish', 'state': 'Louisiana', 'postcode': '70665', 'country': 'United States of America', 'country_code': 'us', 1: 'Calcasieu Parish', 2: 'Louisiana'}",,Fort Bend,Texas
2011,11/29/2011 6:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,FULSHEAR,FORT BEND,TX,29.724843,-95.884289,CORROSION,EXTERNAL,100.0,100.0,0.0,NO,NO,,5913500,"{'county': 'Fort Bend County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Fort Bend County', 2: 'Texas'}",Houston,Harris,Texas
2011,11/30/2011 6:49 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOUSTON,HARRIS,TX,29.79428,-95.28161999999999,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1855.0,1855.0,0.0,NO,NO,YES,125000,"{'road': 'Amoor Street', 'neighbourhood': 'Groveland Terrace', 'hamlet': 'East Houston', 'city': 'Houston', 'county': 'Harris County', 'state': 'Texas', 'postcode': '77029', 'country': 'United States of America', 'country_code': 'us', 0: 'Houston', 1: 'Harris County', 2: 'Texas'}",Pinkerton,Haskell,Texas
2011,12/1/2011 10:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,RULE,HASKELL,TX,33.22053,-99.87124,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.36,0.0,0.36,NO,NO,YES,4185,"{'road': 'County Road 129', 'hamlet': 'Pinkerton', 'county': 'Haskell County', 'state': 'Texas', 'postcode': '79547', 'country': 'United States of America', 'country_code': 'us', 1: 'Haskell County', 2: 'Texas'}",,Ector,Texas
2011,12/1/2011 2:27 PM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NO TREES,ECTOR,TX,31.85557,-102.67191,CORROSION,EXTERNAL,5.0,0.0,5.0,NO,NO,YES,40500,"{'county': 'Ector County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Ector County', 2: 'Texas'}",,Fresno,California
2011,12/1/2011 4:40 PM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,COALINGA,FRESNO,CA,36.18992091,-120.35680577,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.02,0.0,0.02,YES,NO,NO,340000,"{'road': 'Oil City Road', 'county': 'Fresno County', 'state': 'California', 'country': 'United States of America', 'country_code': 'us', 1: 'Fresno County', 2: 'California'}",League City,Galveston,Texas
2011,12/1/2011 5:50 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA ,HARRIS,TX,29.43573,-95.121835,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.12,0.12,0.0,NO,NO,YES,3,"{'road': 'FM 517', 'town': 'League City', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77512', 'country': 'United States of America', 'country_code': 'us', 1: 'Galveston County', 2: 'Texas'}",League City,Galveston,Texas
2011,12/3/2011 2:05 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.43573,-95.121835,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,10.0,10.0,0.0,NO,NO,YES,1150,"{'road': 'FM 517', 'town': 'League City', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77512', 'country': 'United States of America', 'country_code': 'us', 1: 'Galveston County', 2: 'Texas'}",Oxford,Calhoun,Alabama
2011,12/6/2011 3:45 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OXFORD,CALHOUN,AL,33.59872,-85.82542,INCORRECT OPERATION,INCORRECT INSTALLATION,69.0,68.0,1.0,NO,NO,YES,833200,"{'house_number': '374', 'road': 'Friendship Road', 'neighbourhood': 'Cheaha Acres', 'hamlet': 'Friendship', 'town': 'Oxford', 'county': 'Calhoun County', 'state': 'Alabama', 'postcode': '36203', 'country': 'United States of America', 'country_code': 'us', 1: 'Calhoun County', 2: 'Alabama'}",,McKenzie,North Dakota
2011,12/6/2011 11:00 AM,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,ALEXANDER,MCKENZIE,ND,47.907607,-103.650532,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,800.0,650.0,150.0,NO,NO,YES,21232,"{'county': 'McKenzie County', 'state': 'North Dakota', 'country': 'United States of America', 'country_code': 'us', 1: 'McKenzie County', 2: 'North Dakota'}",Pleasant Hill,Polk,Iowa
2011,12/6/2011 4:10 PM,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DES MOINES,POLK,IA,41.565497,-93.526862,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0.0,0.24,NO,NO,YES,15730,"{'road': 'IA 60;IA 46', 'town': 'Pleasant Hill', 'county': 'Polk County', 'state': 'Iowa', 'postcode': '50317', 'country': 'United States of America', 'country_code': 'us', 1: 'Polk County', 2: 'Iowa'}",Nederland,Jefferson,Texas
2011,12/6/2011 11:30 PM,26303,UNOCAL PIPELINE CO - EASTERN REGION,ONSHORE,ABOVEGROUND,CRUDE OIL,NEDERLAND,JEFFERSON,TX,29.9948,-93.9853,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",31.0,27.0,4.0,NO,NO,YES,52121,"{'town': 'Nederland', 'county': 'Jefferson County', 'state': 'Texas', 'postcode': '77651', 'country': 'United States of America', 'country_code': 'us', 1: 'Jefferson County', 2: 'Texas'}",Gainesville,Cooke,Texas
2011,12/7/2011 1:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TX,33.68092,-97.075241,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1.0,0.0,1.0,NO,NO,,4605,"{'house_number': '2262', 'road': 'Farm-to-Market Road 371', 'town': 'Gainesville', 'county': 'Cooke County', 'state': 'Texas', 'postcode': '76240', 'country': 'United States of America', 'country_code': 'us', 1: 'Cooke County', 2: 'Texas'}",Jal,Lea,New Mexico
2011,12/8/2011 9:15 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,TANK,CRUDE OIL,JAL,LEA,NM,32.080874,-103.176847,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.0,0.0,0.0,YES,YES,NO,194750,"{'road': 'NM 18', 'town': 'Jal', 'county': 'Lea County', 'state': 'New Mexico', 'postcode': '88252', 'country': 'United States of America', 'country_code': 'us', 1: 'Lea County', 2: 'New Mexico'}",Mooreland,Woodward,Oklahoma
2011,12/8/2011 4:10 PM,32109,ONEOK NGL PIPELINE LP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MOORELAND,WOODWARD,OK,36.413056,-99.193611,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,360.0,0.0,360.0,NO,NO,YES,32471,"{'road': 'N2140 Road', 'village': 'Mooreland', 'county': 'Woodward County', 'state': 'Oklahoma', 'postcode': '73852', 'country': 'United States of America', 'country_code': 'us', 1: 'Woodward County', 2: 'Oklahoma'}",,McKenzie,North Dakota
2011,12/9/2011 9:00 AM,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,ALEXANDER ND,MCKENZIE,ND,47.673856,-103.65985,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1000.0,470.0,530.0,NO,NO,YES,59525,"{'road': 'ND 68', 'county': 'McKenzie County', 'state': 'North Dakota', 'postcode': '58831', 'country': 'United States of America', 'country_code': 'us', 1: 'McKenzie County', 2: 'North Dakota'}",Veazie,St. Landry Parish,Louisiana
2011,12/9/2011 11:00 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PALMETTO,ST. LANDRY,LA,30.796962,-91.919893,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.06,0.0,3.06,NO,NO,YES,117070,"{'road': 'Keller Lake Road', 'hamlet': 'Veazie', 'county': 'St. Landry Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'St. Landry Parish', 2: 'Louisiana'}",,Nemaha,Nebraska
2011,12/10/2011 10:50 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NEMAHA CITY,NEMAHA,NE,40.31277,-95.72125,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,650.0,58.0,592.0,NO,NO,YES,2246845,"{'county': 'Nemaha County', 'state': 'Nebraska', 'country': 'United States of America', 'country_code': 'us', 1: 'Nemaha County', 2: 'Nebraska'}",,Nemaha,Nebraska
2011,12/10/2011 10:50 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NEMAHA CITY,NEMAH,NE,40.31277,-95.72125,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2184.0,194.0,1990.0,NO,NO,YES,2280608,"{'county': 'Nemaha County', 'state': 'Nebraska', 'country': 'United States of America', 'country_code': 'us', 1: 'Nemaha County', 2: 'Nebraska'}",Retreat,Navarro,Texas
2011,12/11/2011 12:00 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,CORSICANA,NAVARRO,TX,32.067040000000006,-96.4719,CORROSION,INTERNAL,0.71,0.0,0.71,NO,NO,NO,7696,"{'road': 'North Spikes Road', 'village': 'Retreat', 'county': 'Navarro County', 'state': 'Texas', 'postcode': '75110', 'country': 'United States of America', 'country_code': 'us', 1: 'Navarro County', 2: 'Texas'}",,Johnson,Texas
2011,12/11/2011 6:00 PM,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GRANDVIEW,JOHNSON,TX,32.29488,-97.13418,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.23,0.23,0.0,NO,NO,YES,697,"{'house_number': '10910', 'road': 'County Road 103', 'county': 'Johnson County', 'state': 'Texas', 'postcode': '76050', 'country': 'United States of America', 'country_code': 'us', 1: 'Johnson County', 2: 'Texas'}",Los Angeles,Los Angeles,California
2011,12/12/2011 10:00 AM,32266,ST. JAMES OIL CORPORATION,ONSHORE,UNDERGROUND,CRUDE OIL,LOS ANGELES,LOS ANGELES COUNTY,CA,34.0522342,-118.24368490000002,CORROSION,INTERNAL,0.5,0.5,0.0,NO,NO,YES,73050,"{'neighbourhood': 'Historic Core District', 'suburb': 'Downtown', 'city': 'Los Angeles', 'county': 'Los Angeles County', 'state': 'California', 'country': 'United States of America', 'country_code': 'us', 0: 'Los Angeles', 1: 'Los Angeles County', 2: 'California'}",Lancaster Crossroads,Nash,North Carolina
2011,12/12/2011 10:16 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENSBORO,GUILFORD,NC,36.06889,-78.06611,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,3.3,2.0,1.3,NO,NO,YES,22614,"{'hamlet': 'Lancaster Crossroads', 'county': 'Nash County', 'state': 'North Carolina', 'postcode': '27816', 'country': 'United States of America', 'country_code': 'us', 1: 'Nash County', 2: 'North Carolina'}",,Kay,Oklahoma
2011,12/14/2011 4:00 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PONCA CITY,KAY,OK,36.632156,-97.125787,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",250.0,150.0,100.0,NO,NO,NO,287500,"{'county': 'Kay County', 'state': 'Oklahoma', 'country': 'United States of America', 'country_code': 'us', 1: 'Kay County', 2: 'Oklahoma'}",,Edgefield,South Carolina
2011,12/17/2011 4:55 PM,3445,DIXIE PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TRENTON,EDGEFIELD,SC,33.6809,-81.8849,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,22.0,0.0,22.0,NO,NO,YES,3866,"{'house_number': '15', 'road': 'Thomas S Jackson Road', 'county': 'Edgefield County', 'state': 'South Carolina', 'postcode': '29847', 'country': 'United States of America', 'country_code': 'us', 1: 'Edgefield County', 2: 'South Carolina'}",Brazosport,Brazoria,Texas
2011,12/19/2011 6:10 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,FREEPORT,BRAZORIA,TX,28.935640000000003,-95.32050699999999,CORROSION,EXTERNAL,1.0,0.0,1.0,NO,NO,NO,15100,"{'hamlet': 'Brazosport', 'county': 'Brazoria County', 'state': 'Texas', 'postcode': '77541', 'country': 'United States of America', 'country_code': 'us', 1: 'Brazoria County', 2: 'Texas'}",Saratoga,Hardin,Texas
2011,12/20/2011 9:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,SARATOGA,HARDIN,TX,30.2867,-94.5058,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,2.5,0.0,2.5,NO,NO,NO,5434,"{'road': 'Farm to Market Road 770', 'hamlet': 'Saratoga', 'county': 'Hardin County', 'state': 'Texas', 'postcode': '77625', 'country': 'United States of America', 'country_code': 'us', 1: 'Hardin County', 2: 'Texas'}",Fowkes,Monroe,Missouri
2011,12/20/2011 1:30 PM,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,PARIS,MONROE,MO,39.45627,-92.08238,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.83,0.83,0.0,NO,NO,YES,5811,"{'road': 'County Road 817', 'hamlet': 'Fowkes', 'county': 'Monroe County', 'state': 'Missouri', 'country': 'United States of America', 'country_code': 'us', 1: 'Monroe County', 2: 'Missouri'}",Port Arthur,Jefferson,Texas
2011,12/27/2011 1:00 PM,32346,"TOTAL PETROCHEMICALS PIPELINE USA , INC.",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.893363,-93.9928,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,2.0,1.0,1.0,NO,NO,NO,1100,"{'house_number': '5791', 'road': 'Roosevelt Avenue', 'hamlet': 'Port Acres', 'town': 'Port Arthur', 'county': 'Jefferson County', 'state': 'Texas', 'postcode': '77640', 'country': 'United States of America', 'country_code': 'us', 1: 'Jefferson County', 2: 'Texas'}",,Loving,Texas
2011,12/27/2011 9:00 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KERMIT,LOVING,TX,31.783409999999996,-103.46441999999999,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3283.0,0.0,3283.0,NO,NO,YES,217000,"{'county': 'Loving County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Loving County', 2: 'Texas'}",,Loving,Texas
2011,12/28/2011 5:00 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",KERMIT,LOVING,TX,31.783409999999996,-103.46441999999999,ALL OTHER CAUSES,MISCELLANEOUS,0.0,0.0,0.0,YES,NO,YES,10500,"{'county': 'Loving County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Loving County', 2: 'Texas'}",Galena Park,Harris,Texas
2011,12/29/2011 9:00 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,,TX,29.750785999999998,-95.209372,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.23,0.2,0.03,NO,NO,,1630,"{'road': 'Federal Road', 'town': 'Galena Park', 'county': 'Harris County', 'state': 'Texas', 'postcode': '77015', 'country': 'United States of America', 'country_code': 'us', 1: 'Harris County', 2: 'Texas'}",,Jones,Texas
2011,12/29/2011 2:25 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,HAWLEY,JONES,TX,32.63239,-99.80476999999999,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.0,0.0,2.0,NO,NO,NO,3612,"{'county': 'Jones County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Jones County', 2: 'Texas'}",,Ellis,Kansas
2011,12/30/2011 10:35 AM,9175,JAYHAWK PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,PLAINVILLE,ELLIS,KS,39.108779999999996,-99.17953,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",150.0,100.0,50.0,NO,NO,YES,157300,"{'county': 'Ellis County', 'state': 'Kansas', 'country': 'United States of America', 'country_code': 'us', 1: 'Ellis County', 2: 'Kansas'}",,Grant,Oklahoma
2012,1/1/2012 7:00 PM,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MEDFORD,GRANT,OK,36.773902,-97.757636,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,33.79,20.0,13.79,NO,NO,YES,2492,"{'road': 'US 81', 'county': 'Grant County', 'state': 'Oklahoma', 'postcode': '73759', 'country': 'United States of America', 'country_code': 'us', 1: 'Grant County', 2: 'Oklahoma'}",,Big Horn,Wyoming
2012,1/4/2012 3:15 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,TANK,CRUDE OIL,BYRON,BIG HORN,WY,44.817233,-108.50141200000002,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1.5,1.5,0.0,NO,NO,NO,6550,"{'county': 'Big Horn County', 'state': 'Wyoming', 'postcode': '82412', 'country': 'United States of America', 'country_code': 'us', 1: 'Big Horn County', 2: 'Wyoming'}",,,
2012,1/6/2012 9:15 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,ROBERT LEE,COKE,TX,31.9587,-100.54374,CORROSION,INTERNAL,117.0,0.0,117.0,NO,NO,YES,89622,,Homer,Russell,Kansas
2012,1/9/2012 7:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TX,38.866606,-98.837622,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.0,0.12,NO,NO,,1315,"{'road': 'I 70;US 40', 'hamlet': 'Homer', 'county': 'Russell County', 'state': 'Kansas', 'postcode': '67665', 'country': 'United States of America', 'country_code': 'us', 1: 'Russell County', 2: 'Kansas'}",Vincent Landing,Calcasieu Parish,Louisiana
2012,1/10/2012 7:30 AM,31684,CONOCOPHILLIPS,ONSHORE,TANK,CRUDE OIL,SULPHUR,CALCASIEU,LA,30.158686,-93.339919,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0.5,0.5,0.0,NO,NO,,10050,"{'house_number': '2271', 'road': 'Davison Road', 'hamlet': 'Vincent Landing', 'county': 'Calcasieu Parish', 'state': 'Louisiana', 'postcode': '70665', 'country': 'United States of America', 'country_code': 'us', 1: 'Calcasieu Parish', 2: 'Louisiana'}",Daisetta,Liberty,Texas
2012,1/11/2012 10:25 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,HULL,LIBERTY,TX,30.0889,-94.6507,CORROSION,INTERNAL,2.0,0.0,2.0,NO,NO,NO,23129,"{'house_number': '3416', 'road': 'Farm-to-Market Road 770', 'village': 'Daisetta', 'county': 'Liberty County', 'state': 'Texas', 'postcode': '77575', 'country': 'United States of America', 'country_code': 'us', 1: 'Liberty County', 2: 'Texas'}",Derby Acres,Kern,California
2012,1/12/2012 6:00 AM,26134,EXXONMOBIL OIL CORP - WEST COAST,ONSHORE,ABOVEGROUND,CRUDE OIL,FELLOWS,KERN,CA,35.2256,-119.562467,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.84,0.84,0.0,NO,NO,NO,3085,"{'hamlet': 'Derby Acres', 'county': 'Kern County', 'state': 'California', 'postcode': '93224', 'country': 'United States of America', 'country_code': 'us', 1: 'Kern County', 2: 'California'}",Ada,Pontotoc,Oklahoma
2012,1/12/2012 10:30 AM,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PONTOTOC,JOHNSON,OK,34.521102,-96.623514,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.14,0.0,0.14,NO,NO,,33,"{'road': 'County Road 172', 'town': 'Ada', 'county': 'Pontotoc County', 'state': 'Oklahoma', 'country': 'United States of America', 'country_code': 'us', 1: 'Pontotoc County', 2: 'Oklahoma'}",Wellington,Lorain,Ohio
