Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,All Costs,Address,City,County,State
2010,2/25/2010 10:00 AM,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,,NC,35.483540000000005,-80.7357,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.55,0.55,0.0,NO,NO,,15950,"{'road': 'Mooresville Road', 'hamlet': 'Deweese', 'county': 'Cabarrus County', 'state': 'North Carolina', 'postcode': '28081', 'country': 'United States of America', 'country_code': 'us', 1: 'Cabarrus County', 2: 'North Carolina'}",Deweese,Cabarrus,North Carolina
2010,3/1/2010 8:10 AM,12470,MID - VALLEY PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.48325,-94.83034,CORROSION,INTERNAL,198.0,196.0,2.0,NO,NO,YES,16018,"{'road': 'Private Road 2146', 'suburb': 'Greggton', 'county': 'Gregg County', 'state': 'Texas', 'postcode': '75604', 'country': 'United States of America', 'country_code': 'us', 1: 'Gregg County', 2: 'Texas'}",,Gregg,Texas
2010,3/1/2010 9:16 AM,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.68857,-95.41731999999999,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,3.0,3.0,0.0,NO,NO,YES,19080,"{'road': '470th Street', 'county': 'Clearwater County', 'state': 'Minnesota', 'postcode': '56634', 'country': 'United States of America', 'country_code': 'us', 1: 'Clearwater County', 2: 'Minnesota'}",,Clearwater,Minnesota
2010,3/1/2010 11:50 AM,31672,"CHAPARRAL ENERGY, LLC",ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),HAYNE,SEWARD,KS,37.108470000000004,-100.80037,ALL OTHER CAUSES,MISCELLANEOUS,2.99,0.0,2.99,NO,NO,YES,3510,"{'road': 'County Road P', 'hamlet': 'Hayne', 'county': 'Seward County', 'state': 'Kansas', 'country': 'United States of America', 'country_code': 'us', 1: 'Seward County', 2: 'Kansas'}",Hayne,Seward,Kansas
2010,3/3/2010 10:20 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,OFFSHORE,NA,CRUDE OIL,,,LA,28.104059999999997,-90.79238000000001,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.5,0.0,0.5,NO,NO,NO,773,,,,
2010,3/4/2010 5:30 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SULPHUR,CALCASIEU,LA,30.16801,-93.34000999999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,7.88,7.08,0.8,NO,NO,YES,65000,"{'house_number': '1810', 'road': 'Clifton Ridge Road', 'hamlet': 'Vincent Landing', 'county': 'Calcasieu Parish', 'state': 'Louisiana', 'postcode': '70665', 'country': 'United States of America', 'country_code': 'us', 1: 'Calcasieu Parish', 2: 'Louisiana'}",Vincent Landing,Calcasieu Parish,Louisiana
2010,3/4/2010 11:00 PM,4906,EXXONMOBIL PIPELINE CO,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SORRENTO,ASCENSION,LA,30.17319,-90.78774,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.31,0.0,0.31,NO,NO,YES,13594,"{'road': 'State Route 3140 Extension', 'hamlet': 'McElroy', 'county': 'Ascension Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'Ascension Parish', 2: 'Louisiana'}",McElroy,Ascension Parish,Louisiana
2010,3/8/2010 11:01 AM,15156,SINCLAIR TRANSPORTATION COMPANY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARROLLTON,CARROLL,MO,39.36359,-93.45965,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,84.0,83.0,1.0,NO,NO,NO,11287,"{'hamlet': 'Standish', 'county': 'Carroll County', 'state': 'Missouri', 'postcode': '64633', 'country': 'United States of America', 'country_code': 'us', 1: 'Carroll County', 2: 'Missouri'}",Standish,Carroll,Missouri
2010,3/8/2010 11:30 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KANSAS CITY,WYANDOTTE,KS,39.13844,-94.60013000000001,NATURAL FORCE DAMAGE,TEMPERATURE,168.0,75.0,93.0,NO,NO,NO,85620,"{'road': 'Donovan Road', 'industrial': 'Fairfax Industrial District', 'hamlet': 'Fairfax', 'city': 'Kansas City', 'county': 'Wyandotte County', 'state': 'Kansas', 'postcode': '66115', 'country': 'United States of America', 'country_code': 'us', 0: 'Kansas City', 1: 'Wyandotte County', 2: 'Kansas'}",Kansas,Wyandotte,Kansas
2010,3/9/2010 11:25 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.482479999999995,-94.8391,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,0.5,0.5,NO,NO,NO,5039,"{'road': 'Private Rpad 2151', 'industrial': 'C W Resources', 'county': 'Gregg County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Gregg County', 2: 'Texas'}",,Gregg,Texas
2010,3/9/2010 2:15 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,CORSICANA,NAVARRO,TX,32.06839,-96.47081,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,0.05,0.95,NO,NO,NO,26064,"{'road': 'North Spikes Road', 'village': 'Retreat', 'county': 'Navarro County', 'state': 'Texas', 'postcode': '75110', 'country': 'United States of America', 'country_code': 'us', 1: 'Navarro County', 2: 'Texas'}",Retreat,Navarro,Texas
2010,3/11/2010 10:00 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,SUPERIOR,DOUGLAS,WI,46.68889,-92.05972,NATURAL FORCE DAMAGE,TEMPERATURE,0.75,0.75,0.0,NO,NO,NO,8060,"{'road': 'East 21st Street', 'town': 'City of Superior', 'county': 'Bayfield', 'state': 'Wisconsin', 'postcode': '54880', 'country': 'United States of America', 'country_code': 'us', 1: 'Bayfield', 2: 'Wisconsin'}",City of Superior,Bayfield,Wisconsin
2010,3/14/2010 10:04 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MILFORD,DICKINSON,IA,43.29183,-95.15156999999999,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,115.0,45.0,70.0,NO,NO,YES,511550,"{'building': 'anhydrous tanks', 'road': 'US 71', 'hamlet': 'Old Town', 'county': 'Dickinson County', 'state': 'Iowa', 'postcode': '51340', 'country': 'United States of America', 'country_code': 'us', 1: 'Dickinson County', 2: 'Iowa'}",Old Town,Dickinson,Iowa
2010,3/15/2010 9:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,TANK,CRUDE OIL,COMYN,COMANCHE,TX,32.07267,-98.46948,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.0,0.12,NO,NO,NO,765,"{'road': 'FM 1496', 'hamlet': 'Comyn', 'county': 'Comanche County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Comanche County', 2: 'Texas'}",Comyn,Comanche,Texas
2010,3/15/2010 10:00 AM,30829,"TEPPCO CRUDE PIPELINE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,HOBBS,LEA,NM,32.652,-103.1393,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,2.0,0.0,NO,NO,NO,1160,"{'road': 'West Arco Road', 'hamlet': 'Nadine', 'county': 'Lea County', 'state': 'New Mexico', 'postcode': '88214', 'country': 'United States of America', 'country_code': 'us', 1: 'Lea County', 2: 'New Mexico'}",Nadine,Lea,New Mexico
2010,3/15/2010 3:55 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,WHITE OAK,GREGG,TX,32.52582,-94.86381,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.6,0.0,0.6,NO,NO,YES,11497,"{'house_number': '135', 'road': 'West Blackstone Drive', 'village': 'White Oak', 'county': 'Gregg County', 'state': 'Texas', 'postcode': '75693', 'country': 'United States of America', 'country_code': 'us', 1: 'Gregg County', 2: 'Texas'}",White Oak,Gregg,Texas
2010,3/16/2010 11:10 AM,18092,"SFPP, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SACRAMENTO,SACRAMENTO,CA,38.5997,-121.4483,CORROSION,INTERNAL,48.0,5.12,42.88,NO,NO,YES,480000,"{'road': 'Leisure Lane', 'hamlet': 'North Sacramento', 'city': 'Sacramento', 'county': 'Sacramento County', 'state': 'California', 'postcode': '95815', 'country': 'United States of America', 'country_code': 'us', 0: 'Sacramento', 1: 'Sacramento County', 2: 'California'}",Sacramento,Sacramento,California
2010,3/18/2010 3:30 PM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.95885,-96.75655,CORROSION,EXTERNAL,7.0,7.0,0.0,NO,NO,YES,54000,"{'road': 'South Wilson Avenue', 'industrial': 'Enbridge Energy', 'county': 'Payne County', 'state': 'Oklahoma', 'postcode': '74023', 'country': 'United States of America', 'country_code': 'us', 1: 'Payne County', 2: 'Oklahoma'}",,Payne,Oklahoma
2010,3/20/2010 12:03 PM,31325,PACIFIC PIPELINE SYSTEM LLC,ONSHORE,UNDERGROUND,CRUDE OIL,METTLER,KERN,CA,35.01937,-119.06305,CORROSION,INTERNAL,240.0,240.0,0.0,NO,NO,YES,16800,"{'county': 'Kern County', 'state': 'California', 'country': 'United States of America', 'country_code': 'us', 1: 'Kern County', 2: 'California'}",,Kern,California
2010,3/21/2010 1:00 AM,31189,BP PIPELINE (NORTH AMERICA) INC.,ONSHORE,ABOVEGROUND,CRUDE OIL,MOKENA,WILL,IL,41.5569,-87.8861,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,90.0,90.0,0.0,NO,NO,YES,158500,"{'house_number': '10871', 'road': '183rd Street', 'hamlet': 'Alpine', 'village': 'Orland Park', 'county': 'Will County', 'state': 'Illinois', 'postcode': '60467', 'country': 'United States of America', 'country_code': 'us', 1: 'Will County', 2: 'Illinois'}",Orland Park,Will,Illinois
2010,3/22/2010 1:30 PM,31189,BP PIPELINE (NORTH AMERICA) INC.,ONSHORE,ABOVEGROUND,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.399720000000002,-94.96417,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.47,0.47,0.0,NO,NO,NO,106030,"{'road': 'Emmett F Lowry Expressway', 'hamlet': 'Nadeau', 'town': 'Texas City', 'county': 'Galveston County', 'state': 'Texas', 'postcode': '77591', 'country': 'United States of America', 'country_code': 'us', 1: 'Galveston County', 2: 'Texas'}",Texas City,Galveston,Texas
2010,3/23/2010 2:00 PM,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",JACKSON,EAST FELICIANA,LA,30.711209999999998,-91.28349,CORROSION,INTERNAL,1.35,1.35,0.0,NO,NO,,4773,"{'hamlet': 'Delombre', 'county': 'East Feliciana Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'East Feliciana Parish', 2: 'Louisiana'}",Delombre,East Feliciana Parish,Louisiana
2010,3/23/2010 6:30 PM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,CRUDE OIL,WESTLAKE,CALCASIEU PARISH,LA,30.241,-93.27546,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,0.24,0.0,NO,NO,YES,3520,"{'road': 'I 10', 'hamlet': 'Lockmoor', 'county': 'Calcasieu Parish', 'state': 'Louisiana', 'postcode': '70669', 'country': 'United States of America', 'country_code': 'us', 1: 'Calcasieu Parish', 2: 'Louisiana'}",Lockmoor,Calcasieu Parish,Louisiana
2010,3/24/2010 8:00 AM,31947,ENBRIDGE PIPELINES (OZARK) L.L.C.,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.93985,-96.75629,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.25,0.25,0.0,NO,NO,,1350,"{'road': 'Texaco Road East West 74', 'hamlet': 'Wildhorse', 'county': 'Lincoln County', 'state': 'Oklahoma', 'postcode': '74023', 'country': 'United States of America', 'country_code': 'us', 1: 'Lincoln County', 2: 'Oklahoma'}",Wildhorse,Lincoln,Oklahoma
2010,3/24/2010 1:30 PM,15674,PLANTATION PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BATON ROUGE,EAST BATON ROUGE,LA,30.54741,-90.16677,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.47,0.47,0.0,NO,NO,,4215,"{'hamlet': 'Martinville', 'county': 'St. Tammany Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'St. Tammany Parish', 2: 'Louisiana'}",Martinville,St. Tammany Parish,Louisiana
2010,3/25/2010 1:42 PM,18779,"SUNOCO, INC (R&M)",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PHILADELPHIA,PHILADELPHIA,PA,39.919340000000005,-75.20447,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1700.0,1699.0,1.0,NO,NO,YES,100000,"{'man_made': 'Passyunk Avenue Bridge', 'road': 'Passyunk Avenue', 'neighbourhood': 'Girard Estates', 'suburb': 'South Philadelphia', 'city': 'Philadelphia', 'county': 'Philadelphia County', 'state': 'Pennsylvania', 'postcode': '19145', 'country': 'United States of America', 'country_code': 'us', 0: 'Philadelphia', 1: 'Philadelphia County', 2: 'Pennsylvania'}",Philadelphia,Philadelphia,Pennsylvania
2010,3/25/2010 5:36 PM,31563,"WHITECAP PIPE LINE COMPANY, L.L.C.",OFFSHORE,NA,CRUDE OIL,,,LA,28.68555,-91.04555,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,5.7,0.0,5.7,NO,NO,YES,2201260,,,,
2010,3/26/2010 1:50 PM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,CRUDE OIL,BORGER,,TX,35.68463,-101.35898,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.71,0.6,0.11,NO,NO,YES,30058,"{'hamlet': 'Phillips', 'county': 'Hutchinson County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Hutchinson County', 2: 'Texas'}",Phillips,Hutchinson,Texas
2010,3/27/2010 10:30 PM,5320,PROGRESS ENERGY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ST PETERSBURG,PINELLAS,FL,27.86028,-82.59958,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,286.0,191.0,95.0,NO,NO,NO,437000,"{'building': 'Bartow', 'road': 'Fern Bridge', 'neighbourhood': 'Harbor Isle', 'hamlet': 'Gandy', 'city': 'St. Petersburg', 'county': 'Pinellas County', 'state': 'Florida', 'postcode': '33703', 'country': 'United States of America', 'country_code': 'us', 0: 'St. Petersburg', 1: 'Pinellas County', 2: 'Florida'}",St. Petersburg,Pinellas,Florida
2010,3/29/2010 10:15 AM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,CRUDE OIL,SULPHUR,CALCASIEU,LA,30.159570000000002,-93.33989,CORROSION,INTERNAL,0.6,0.6,0.0,NO,NO,YES,16130,"{'road': 'Davison Road', 'hamlet': 'Vincent Landing', 'county': 'Calcasieu Parish', 'state': 'Louisiana', 'postcode': '70665', 'country': 'United States of America', 'country_code': 'us', 1: 'Calcasieu Parish', 2: 'Louisiana'}",Vincent Landing,Calcasieu Parish,Louisiana
2010,3/29/2010 6:45 PM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BOURBONNAIS,KANKAKEE,IL,41.1784,-87.8504,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,40.0,40.0,0.0,NO,NO,YES,115290,"{'road': 'IL 50', 'village': 'Bradley', 'county': 'Kankakee County', 'state': 'Illinois', 'postcode': '60914', 'country': 'United States of America', 'country_code': 'us', 1: 'Kankakee County', 2: 'Illinois'}",Bradley,Kankakee,Illinois
2010,3/30/2010 2:00 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SALISBURY,CHARITON,MO,39.46308,-92.87136,NATURAL FORCE DAMAGE,EARTH MOVEMENT,656.0,0.0,656.0,NO,NO,YES,110600,,,,
2010,3/31/2010 9:00 AM,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CHARLOTTE COURTHOUSE,CHARLOTTE,VA,37.157779999999995,-78.835,NATURAL FORCE DAMAGE,TEMPERATURE,1.2,1.2,0.0,NO,NO,NO,123396,"{'road': 'Pump Handle Road', 'hamlet': 'Red House', 'county': 'Charlotte County', 'state': 'Virginia', 'postcode': '23963', 'country': 'United States of America', 'country_code': 'us', 1: 'Charlotte County', 2: 'Virginia'}",Red House,Charlotte,Virginia
2010,4/3/2010 2:55 PM,31720,KINDER MORGAN PIPELINES (USA) INC,ONSHORE,ABOVEGROUND,CRUDE OIL,GOWER,BUCHANAN,MO,39.64343,-94.61827,CORROSION,INTERNAL,20.0,20.0,0.0,NO,NO,YES,189240,"{'house_number': '11443', 'road': 'Southeast 135th Road', 'county': 'Buchanan County', 'state': 'Missouri', 'postcode': '64454', 'country': 'United States of America', 'country_code': 'us', 1: 'Buchanan County', 2: 'Missouri'}",,Buchanan,Missouri
2010,4/5/2010 7:55 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TULSA,TULSA,OK,36.13252,-96.02906,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.12,0.12,0.0,NO,NO,,8012,"{'house_number': '2169', 'road': 'South 33rd West Avenue', 'hamlet': 'Kengle', 'county': 'Tulsa County', 'state': 'Oklahoma', 'postcode': '74107', 'country': 'United States of America', 'country_code': 'us', 1: 'Tulsa County', 2: 'Oklahoma'}",Kengle,Tulsa,Oklahoma
2010,4/5/2010 9:10 AM,32483,"BRIDGER LAKE, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,ROBERTSON,UINTA,WY,41.184974,-110.41061200000001,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,0.0,0.0,YES,NO,YES,4000000,"{'house_number': '12018', 'road': 'County Road 204', 'hamlet': 'Robertson', 'county': 'Uinta County', 'state': 'Wyoming', 'postcode': '82939', 'country': 'United States of America', 'country_code': 'us', 1: 'Uinta County', 2: 'Wyoming'}",Robertson,Uinta,Wyoming
2010,4/5/2010 11:00 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,PHAROAH,OKFUSKEE,OK,35.421479999999995,-96.14583,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.0,3.0,0.0,NO,NO,YES,7815,"{'hamlet': 'Clearview', 'village': 'Pharoah', 'county': 'Okfuskee County', 'state': 'Oklahoma', 'country': 'United States of America', 'country_code': 'us', 1: 'Okfuskee County', 2: 'Oklahoma'}",Pharoah,Okfuskee,Oklahoma
2010,4/5/2010 11:45 PM,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,VENICE,PLAQUEMINE,LA,29.2564,-89.1883,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,400.0,185.0,215.0,NO,NO,YES,13933600,"{'county': 'Plaquemines Parish', 'state': 'Louisiana', 'country': 'United States of America', 'country_code': 'us', 1: 'Plaquemines Parish', 2: 'Louisiana'}",,Plaquemines Parish,Louisiana
2010,4/7/2010 1:46 AM,2730,CHEVRON PRODUCTS COMPANY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LOUISVILLE,JEFFERSON,KY,38.1337,-85.5012,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.0,4.0,0.0,YES,NO,YES,100504,"{'house_number': '14014', 'road': 'Echo Hills Trail', 'hamlet': 'Seatonville', 'city': 'Louisville', 'county': 'Jefferson County', 'state': 'Kentucky', 'postcode': '40299', 'country': 'United States of America', 'country_code': 'us', 0: 'Louisville', 1: 'Jefferson County', 2: 'Kentucky'}",Louisville,Jefferson,Kentucky
2010,4/7/2010 10:45 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WALNUT SPRINGS,BOSQUE,TX,32.06374,-97.81895,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.71,0.71,0.0,NO,NO,YES,36590,,,,
2010,4/8/2010 6:58 PM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREEN RIDGE,PETTIS,MO,38.63064,-93.39656,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.07,0.17,NO,NO,YES,27,"{'road': 'Meyers Road', 'county': 'Pettis County', 'state': 'Missouri', 'postcode': '65332', 'country': 'United States of America', 'country_code': 'us', 1: 'Pettis County', 2: 'Missouri'}",,Pettis,Missouri
2010,4/9/2010 2:00 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,TANK,CRUDE OIL,HERMLEIGH,SCURRY,TX,32.5375,-100.8377,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,0.36,0.0,NO,NO,,1780,"{'road': 'County Road 4157', 'hamlet': 'China Grove', 'county': 'Scurry County', 'state': 'Texas', 'country': 'United States of America', 'country_code': 'us', 1: 'Scurry County', 2: 'Texas'}",China Grove,Scurry,Texas
2010,4/10/2010 6:40 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,CASHION,LOGAN COUNTY,OK,35.86572,-97.62111,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.02,0.0,0.02,NO,NO,YES,167904,"{'road': 'MacArthur Boulevard', 'hamlet': 'Crescent Springs', 'county': 'Logan County', 'state': 'Oklahoma', 'country': 'United States of America', 'country_code': 'us', 1: 'Logan County', 2: 'Oklahoma'}",Crescent Springs,Logan,Oklahoma
2010,4/12/2010 4:36 PM,15674,PLANTATION PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LOUDON,LOUDON,TN,35.76698,-84.36458,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.76,4.76,0.0,NO,NO,,31019,,,,
2010,4/13/2010 12:01 PM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SEYMOUR,JACKSON,IN,39.02601,-85.85146,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.01,0.01,0.0,YES,NO,NO,35229,"{'house_number': '10105', 'road': 'East County Road 1000 North', 'hamlet': 'Reddington', 'county': 'Jackson County', 'state': 'Indiana', 'postcode': '47274', 'country': 'United States of America', 'country_code': 'us', 1: 'Jackson County', 2: 'Indiana'}",Reddington,Jackson,Indiana
2010,4/13/2010 12:25 PM,4805,EXPLORER PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.90083,-94.00556,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.1,0.1,0.0,NO,NO,NO,102969,"{'road': 'Port Arthur Road', 'town': 'Port Arthur', 'county': 'Jefferson County', 'state': 'Texas', 'postcode': '77705', 'country': 'United States of America', 'country_code': 'us', 1: 'Jefferson County', 2: 'Texas'}",Port Arthur,Jefferson,Texas
2010,4/14/2010 11:30 AM,4906,EXXONMOBIL PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,"GREGG  COUNTY, TEXAS",TX,32.47413,-94.7185,CORROSION,INTERNAL,0.84,0.84,0.0,NO,NO,NO,5086,"{'amenity': 'Longview Fire Department - Station 3', 'house_number': '1133', 'road': 'East Birdsong Street', 'city': 'Longview', 'county': 'Gregg County', 'state': 'Texas', 'postcode': '75602', 'country': 'United States of America', 'country_code': 'us', 0: 'Longview', 1: 'Gregg County', 2: 'Texas'}",Longview,Gregg,Texas
2010,4/15/2010 8:25 PM,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,ONSHORE,TANK,CRUDE OIL,BEAUMONT,JEFFERSON,TX,29.997629999999997,-94.07668000000001,CORROSION,INTERNAL,15.0,15.0,0.0,NO,NO,YES,20300,"{'hamlet': 'Gladys', 'city': 'Beaumont', 'county': 'Jefferson County', 'state': 'Texas', 'postcode': '77705', 'country': 'United States of America', 'country_code': 'us', 0: 'Beaumont', 1: 'Jefferson County', 2: 'Texas'}",Beaumont,Jefferson,Texas
2010,4/16/2010 8:14 AM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",QULIN,BUTLER,MO,36.5746,-90.1886,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.98,0.98,0.0,NO,NO,NO,5000,"{'hamlet': 'Osborn', 'county': 'Butler County', 'state': 'Missouri', 'country': 'United States of America', 'country_code': 'us', 1: 'Butler County', 2: 'Missouri'}",Osborn,Butler,Missouri
