Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,All Costs
2011,9/23/2011 2:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,OLNEY,ARCHER,TX,33.4166975,-98.74844135,CORROSION,EXTERNAL,0.5,0.0,0.5,NO,NO,,28155
2011,9/24/2011 9:40 AM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SHERIDAN,SHERIDAN,WY,44.665449,-106.902904,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.48,0.0,0.48,NO,NO,,7070
2011,9/25/2011 6:30 PM,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,BERTHOLD,WARD,ND,48.325724,-101.752889,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,20.0,20.0,0.0,NO,NO,YES,229250
2011,9/25/2011 6:45 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,SUPERIOR,DOUGLAS,WI,46.68889,-92.05972,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,15.0,15.0,0.0,NO,NO,NO,120100
2011,9/26/2011 9:00 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ASTON,PA,PA,39.862221999999996,-75.419055,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,78.0,78.0,0.0,NO,NO,NO,365591
2011,9/28/2011 12:03 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SIOUX FALLS,LINCOLN,SD,43.475465,-96.726088,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2.62,2.62,0.0,NO,NO,YES,37607
2011,9/29/2011 9:25 AM,31189,BP PIPELINE (NORTH AMERICA) INC.,ONSHORE,ABOVEGROUND,CRUDE OIL,MOKENA,WILL,IL,41.5569,-87.8886,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,10.0,10.0,0.0,NO,NO,NO,66000
2011,10/3/2011 11:15 AM,31684,CONOCOPHILLIPS,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MIDKIFF,UPTON,TX,31.362221999999996,-101.7825,CORROSION,EXTERNAL,10.0,0.0,10.0,NO,NO,YES,17500
2011,10/3/2011 3:30 PM,12624,MOBIL CORP,ONSHORE,UNDERGROUND,CRUDE OIL,TORRANCE,LOS ANGELES,CA,33.84735,-118.31848000000001,CORROSION,EXTERNAL,41.0,41.0,0.0,NO,NO,,29100
2011,10/4/2011 7:20 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.590142,-74.21547199999999,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,1.0,0.0,NO,NO,NO,54500
2011,10/4/2011 3:05 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,SOUR LAKE,HARDIN,TX,30.14105,-94.39891999999999,CORROSION,INTERNAL,0.5,0.0,0.5,NO,NO,NO,3308
2011,10/4/2011 10:45 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,TULSA,TULSA,OK,36.13715,-96.02014,CORROSION,INTERNAL,25.0,25.0,0.0,NO,NO,YES,12257
2011,10/6/2011 11:42 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LAWRENCE,DOUGLAS,KS,38.987590000000004,-95.32996999999999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,590.0,300.0,290.0,NO,NO,YES,667841
2011,10/6/2011 12:00 PM,30777,MOTIVA ENTERPRISE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR ,JEFFERSON,TX,29.868090000000002,-93.95744,ALL OTHER CAUSES,UNKNOWN,0.16,0.16,0.0,NO,NO,NO,0
2011,10/6/2011 10:00 PM,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MILTONVALVE,CLOUD,KS,39.363277000000004,-97.479365,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.48,0.0,0.48,NO,NO,NO,9000
2011,10/7/2011 7:40 AM,9175,JAYHAWK PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,HOOKER,TEXAS,OK,36.8053,-101.2876,CORROSION,INTERNAL,17.0,14.0,3.0,NO,NO,NO,6080
2011,10/7/2011 9:32 AM,31888,CENTURION PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,EDMOND,OKLAHOMA,OK,35.7042,-97.4636,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,3299.0,2309.0,990.0,NO,NO,YES,766550
2011,10/10/2011 1:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOPE,LAVACA,TX,29.193445,-96.98482299999999,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,210.0,10.0,200.0,NO,NO,NO,70530
2011,10/11/2011 8:00 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FRANKLIN PARK ,COOK,IL,41.93805,-87.89138,INCORRECT OPERATION,INCORRECT INSTALLATION,5.95,5.95,0.0,NO,NO,NO,13750
2011,10/12/2011 7:45 AM,22442,WEST TEXAS GULF PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.4819,-94.8351,CORROSION,INTERNAL,1.0,0.0,1.0,NO,NO,YES,4520
2011,10/12/2011 12:30 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,SCHERERVILLE,LAKE,IN,41.50506,-87.4543,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,398.0,398.0,0.0,NO,NO,NO,295000
2011,10/13/2011 12:00 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,TEMPLE,BELL,TX,31.12252,-97.19946,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.0,0.12,NO,NO,NO,10
2011,10/14/2011 9:20 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TULSA,TULSA,OK,36.13158,-96.0317,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.35,0.35,0.0,NO,NO,YES,500
2011,10/14/2011 4:20 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,,PAYNE,OK,35.952194,-96.759486,INCORRECT OPERATION,INCORRECT VALVE POSITION,3.0,0.0,3.0,NO,NO,NO,2336
2011,10/14/2011 7:45 PM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",BELTON,ANDERSON,SC,34.552609999999994,-82.48781,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.45,0.45,0.0,NO,NO,NO,17456
2011,10/15/2011 11:00 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,GOLDSMITH,ECTOR,TX,31.960602,-102.617793,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,73.0,73.0,0.0,NO,NO,YES,41500
2011,10/17/2011 10:15 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FRANKLIN PARK,COOK,IL,41.93805,-87.89138,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,0.48,0.0,NO,NO,NO,560
2011,10/17/2011 4:55 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WYNNEWOOD,GARVIN,OK,34.63366,-97.1581,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,5.0,5.0,0.0,NO,NO,YES,5500
2011,10/19/2011 2:18 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CLAUDE,ARMSTRONG,TX,35.025290000000005,-101.51128,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.35,0.0,0.35,NO,NO,,25070
2011,10/20/2011 12:59 PM,15674,PLANTATION PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LITHIA SPRINGS,DOUGLAS,GA,33.455420000000004,-84.40389,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,23.0,23.0,0.0,NO,NO,YES,35440
2011,10/23/2011 7:30 AM,32613,"OILTANKING PORT NECHES, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,PORT NECHES,JEFFERSON,TX,29.970953,-93.938061,CORROSION,EXTERNAL,4.0,0.0,4.0,NO,NO,NO,6400
2011,10/24/2011 12:55 PM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,MCKITTRICK,KERN,CA,35.3275,-119.6575,CORROSION,EXTERNAL,3.0,3.0,0.0,NO,NO,YES,5650
2011,10/26/2011 3:20 PM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARMEL,HAMILTON,IN,39.9923,-86.1359,INCORRECT OPERATION,OTHER INCORRECT OPERATION,9.5,9.4,0.1,NO,NO,NO,20000
2011,10/27/2011 7:00 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,La Marque,Galveston,TX,29.345464,-94.935654,ALL OTHER CAUSES,MISCELLANEOUS,6.0,3.0,3.0,NO,NO,,29540
2011,10/27/2011 7:30 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,Oswalt,Love,OK,33.970039,-97.33426899999999,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.23,0.0,0.23,NO,NO,,775
2011,10/31/2011 7:15 AM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.591656,-74.22071,CORROSION,EXTERNAL,0.25,0.2,0.05,NO,NO,NO,32100
2011,11/2/2011 7:00 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,BIG SPRING,HOWARD,TX,32.26812,-101.40486,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.48,0.0,0.48,NO,NO,,45
2011,11/7/2011 6:00 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,ODESSA,ECTOR,TX,31.896309999999996,-102.56548000000001,CORROSION,INTERNAL,80.0,80.0,0.0,NO,NO,NO,43400
2011,11/7/2011 2:01 PM,32258,KINDER MORGAN COCHIN LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DEER GROVE,WHITESIDE,IL,41.60720541,-89.7349367,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,5648.0,0.0,5648.0,NO,NO,NO,479639
2011,11/7/2011 6:30 PM,31684,CONOCOPHILLIPS,ONSHORE,UNDERGROUND,CRUDE OIL,CONCORD,CONTRA COSTA,CA,37.963297,-121.94826100000002,CORROSION,EXTERNAL,45.0,0.0,45.0,NO,NO,YES,1839410
2011,11/8/2011 10:00 AM,31554,CHEVRON PETROCHEMICAL PIPELINE LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",JENNINGS,JEFFERSON DAVIS,LA,30.355333,-92.708299,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.23,0.0,0.23,NO,NO,YES,552312
2011,11/8/2011 10:10 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.68889,-95.41221999999999,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,10.0,10.0,0.0,NO,NO,YES,7300
2011,11/10/2011 6:45 AM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,CRUDE OIL,WESTLAKE,CALCASIEU,LA,30.239269,-93.290375,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.95,0.85,0.1,NO,NO,,16100
2011,11/11/2011 3:14 PM,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.96143,-96.71889,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.47,0.47,0.0,NO,NO,,2010
2011,11/12/2011 2:45 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,Ringgold,Montague,TX,33.86345,-97.953363,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.5,0.0,1.5,NO,NO,,5190
2011,11/13/2011 8:00 AM,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,DICKINSON,STARK,ND,46.861678000000005,-102.77761600000001,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,200.0,120.0,80.0,NO,NO,YES,40343
2011,11/13/2011 2:14 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,HERMELEIGH,SCURRY,TX,32.599125,-100.76886,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",90.0,90.0,0.0,NO,NO,YES,49312
2011,11/14/2011 2:57 AM,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",,CAMPBELL,WY,44.021949,-105.53801899999999,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1958.0,53.0,1905.0,NO,NO,YES,1872546
2011,11/14/2011 9:20 AM,30909,TRANSMONTAIGNE OPERATING COMPANY L.P.,ONSHORE,TANK,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",BROWNSVILLE,CAMERON,TX,25.964238,-97.381096,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,1330.0,0.0,1330.0,NO,NO,YES,87130
2011,11/15/2011 3:53 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,TANK,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.345779999999998,-94.936904,ALL OTHER CAUSES,MISCELLANEOUS,2490.0,2490.0,0.0,NO,NO,YES,385900
2011,11/16/2011 11:20 AM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.94085,-96.7502,CORROSION,INTERNAL,140.0,85.0,55.0,NO,NO,YES,111651
2011,11/17/2011 11:02 AM,22430,WEST SHORE PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CHICAGO,COOK,IL,41.659288000000004,-87.569198,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",16.6,16.6,0.0,NO,NO,YES,460544
2011,11/20/2011 9:30 AM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,TANK,CRUDE OIL,CLEARBROOK,CLEARWATER,MN,47.68889,-95.41221999999999,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.48,0.48,0.0,NO,NO,NO,3100
2011,11/21/2011 10:15 AM,32044,BP USFO/LOGISTICS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CARTERET,MIDDLESEX,NJ,40.588225,-74.222514,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.19,1.19,0.0,NO,NO,NO,14300
2011,11/21/2011 11:57 AM,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MILAM,MACON,IL,39.711344,-88.85166,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0.01,0.01,0.0,NO,NO,YES,709351
2011,11/22/2011 3:37 AM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SULPHUR,CALCASIEU,LA,30.16485,-93.35127,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,85.0,0.0,85.0,NO,NO,YES,2785
2011,11/29/2011 6:15 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,FULSHEAR,FORT BEND,TX,29.724843,-95.884289,CORROSION,EXTERNAL,100.0,100.0,0.0,NO,NO,,5913500
2011,11/30/2011 6:49 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOUSTON,HARRIS,TX,29.79428,-95.28161999999999,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1855.0,1855.0,0.0,NO,NO,YES,125000
2011,12/1/2011 10:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,RULE,HASKELL,TX,33.22053,-99.87124,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.36,0.0,0.36,NO,NO,YES,4185
2011,12/1/2011 2:27 PM,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NO TREES,ECTOR,TX,31.85557,-102.67191,CORROSION,EXTERNAL,5.0,0.0,5.0,NO,NO,YES,40500
2011,12/1/2011 4:40 PM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,COALINGA,FRESNO,CA,36.18992091,-120.35680577,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.02,0.0,0.02,YES,NO,NO,340000
2011,12/1/2011 5:50 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA ,HARRIS,TX,29.43573,-95.121835,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.12,0.12,0.0,NO,NO,YES,3
2011,12/3/2011 2:05 PM,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.43573,-95.121835,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,10.0,10.0,0.0,NO,NO,YES,1150
2011,12/6/2011 3:45 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OXFORD,CALHOUN,AL,33.59872,-85.82542,INCORRECT OPERATION,INCORRECT INSTALLATION,69.0,68.0,1.0,NO,NO,YES,833200
2011,12/6/2011 11:00 AM,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,ALEXANDER,MCKENZIE,ND,47.907607,-103.650532,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,800.0,650.0,150.0,NO,NO,YES,21232
2011,12/6/2011 4:10 PM,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DES MOINES,POLK,IA,41.565497,-93.526862,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.24,0.0,0.24,NO,NO,YES,15730
2011,12/6/2011 11:30 PM,26303,UNOCAL PIPELINE CO - EASTERN REGION,ONSHORE,ABOVEGROUND,CRUDE OIL,NEDERLAND,JEFFERSON,TX,29.9948,-93.9853,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",31.0,27.0,4.0,NO,NO,YES,52121
2011,12/7/2011 1:00 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,Gainesville,Cooke,TX,33.68092,-97.075241,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,1.0,0.0,1.0,NO,NO,,4605
2011,12/8/2011 9:15 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,TANK,CRUDE OIL,JAL,LEA,NM,32.080874,-103.176847,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0.0,0.0,0.0,YES,YES,NO,194750
2011,12/8/2011 4:10 PM,32109,ONEOK NGL PIPELINE LP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MOORELAND,WOODWARD,OK,36.413056,-99.193611,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,360.0,0.0,360.0,NO,NO,YES,32471
2011,12/9/2011 9:00 AM,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,ALEXANDER ND,MCKENZIE,ND,47.673856,-103.65985,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1000.0,470.0,530.0,NO,NO,YES,59525
2011,12/9/2011 11:00 AM,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PALMETTO,ST. LANDRY,LA,30.796962,-91.919893,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.06,0.0,3.06,NO,NO,YES,117070
2011,12/10/2011 10:50 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NEMAHA CITY,NEMAHA,NE,40.31277,-95.72125,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,650.0,58.0,592.0,NO,NO,YES,2246845
2011,12/10/2011 10:50 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NEMAHA CITY,NEMAH,NE,40.31277,-95.72125,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2184.0,194.0,1990.0,NO,NO,YES,2280608
2011,12/11/2011 12:00 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,CORSICANA,NAVARRO,TX,32.067040000000006,-96.4719,CORROSION,INTERNAL,0.71,0.0,0.71,NO,NO,NO,7696
2011,12/11/2011 6:00 PM,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GRANDVIEW,JOHNSON,TX,32.29488,-97.13418,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.23,0.23,0.0,NO,NO,YES,697
2011,12/12/2011 10:00 AM,32266,ST. JAMES OIL CORPORATION,ONSHORE,UNDERGROUND,CRUDE OIL,LOS ANGELES,LOS ANGELES COUNTY,CA,34.0522342,-118.24368490000002,CORROSION,INTERNAL,0.5,0.5,0.0,NO,NO,YES,73050
2011,12/12/2011 10:16 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREENSBORO,GUILFORD,NC,36.06889,-78.06611,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,3.3,2.0,1.3,NO,NO,YES,22614
2011,12/14/2011 4:00 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PONCA CITY,KAY,OK,36.632156,-97.125787,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",250.0,150.0,100.0,NO,NO,NO,287500
2011,12/17/2011 4:55 PM,3445,DIXIE PIPELINE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TRENTON,EDGEFIELD,SC,33.6809,-81.8849,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,22.0,0.0,22.0,NO,NO,YES,3866
2011,12/19/2011 6:10 PM,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,FREEPORT,BRAZORIA,TX,28.935640000000003,-95.32050699999999,CORROSION,EXTERNAL,1.0,0.0,1.0,NO,NO,NO,15100
2011,12/20/2011 9:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,SARATOGA,HARDIN,TX,30.2867,-94.5058,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,2.5,0.0,2.5,NO,NO,NO,5434
