Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline Location,Pipeline Type,Liquid Type,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,All Costs
2010,4/5/2010 7:55 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TULSA,TULSA,OK,36.13252,-96.02906,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.12,0.12,0.0,NO,NO,,8012
2010,4/5/2010 9:10 AM,32483,"BRIDGER LAKE, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,ROBERTSON,UINTA,WY,41.184974,-110.41061200000001,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.0,0.0,0.0,YES,NO,YES,4000000
2010,4/5/2010 11:00 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,PHAROAH,OKFUSKEE,OK,35.421479999999995,-96.14583,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3.0,3.0,0.0,NO,NO,YES,7815
2010,4/5/2010 11:45 PM,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,VENICE,PLAQUEMINE,LA,29.2564,-89.1883,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,400.0,185.0,215.0,NO,NO,YES,13933600
2010,4/7/2010 1:46 AM,2730,CHEVRON PRODUCTS COMPANY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LOUISVILLE,JEFFERSON,KY,38.1337,-85.5012,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.0,4.0,0.0,YES,NO,YES,100504
2010,4/7/2010 10:45 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WALNUT SPRINGS,BOSQUE,TX,32.06374,-97.81895,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.71,0.71,0.0,NO,NO,YES,36590
2010,4/8/2010 6:58 PM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GREEN RIDGE,PETTIS,MO,38.63064,-93.39656,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0.07,0.17,NO,NO,YES,27
2010,4/9/2010 2:00 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,TANK,CRUDE OIL,HERMLEIGH,SCURRY,TX,32.5375,-100.8377,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,0.36,0.0,NO,NO,,1780
2010,4/10/2010 6:40 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,CASHION,LOGAN COUNTY,OK,35.86572,-97.62111,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.02,0.0,0.02,NO,NO,YES,167904
2010,4/12/2010 4:36 PM,15674,PLANTATION PIPE LINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LOUDON,LOUDON,TN,35.76698,-84.36458,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.76,4.76,0.0,NO,NO,,31019
2010,4/13/2010 12:01 PM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SEYMOUR,JACKSON,IN,39.02601,-85.85146,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.01,0.01,0.0,YES,NO,NO,35229
2010,4/13/2010 12:25 PM,4805,EXPLORER PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.90083,-94.00556,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.1,0.1,0.0,NO,NO,NO,102969
2010,4/14/2010 11:30 AM,4906,EXXONMOBIL PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,"GREGG  COUNTY, TEXAS",TX,32.47413,-94.7185,CORROSION,INTERNAL,0.84,0.84,0.0,NO,NO,NO,5086
2010,4/15/2010 8:25 PM,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,ONSHORE,TANK,CRUDE OIL,BEAUMONT,JEFFERSON,TX,29.997629999999997,-94.07668000000001,CORROSION,INTERNAL,15.0,15.0,0.0,NO,NO,YES,20300
2010,4/16/2010 8:14 AM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",QULIN,BUTLER,MO,36.5746,-90.1886,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.98,0.98,0.0,NO,NO,NO,5000
2010,4/16/2010 9:35 AM,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,REFUGIO,REFUGIO,TX,28.279502,-97.29544,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.0,0.12,NO,NO,,2509
2010,4/17/2010 7:00 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,DEER RIVER,ITASCA,MN,47.31006,-93.73207,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,5.0,4.0,1.0,NO,NO,YES,966350
2010,4/20/2010 2:56 PM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PEMBERTON,BLUE EARTH,MN,44.000221,-93.782668,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,25.0,25.0,0.0,NO,NO,YES,142675
2010,4/23/2010 4:32 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SOLOMON,OTTAWA,KS,38.98742,-97.4042,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,1669.0,10.0,1659.0,NO,NO,YES,575409
2010,4/24/2010 7:30 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",JACKSON,EAST FELICIANA,LA,30.70863,-91.27566,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,13.0,13.0,0.0,NO,NO,NO,47284
2010,4/25/2010 9:00 AM,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,SAMARIA,MONROE,MI,41.80708,-83.60070999999999,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,91.0,79.0,12.0,NO,NO,YES,1103967
2010,4/26/2010 9:15 AM,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OLATHE,JOHNSON,KS,38.881879999999995,-94.74432,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.0,0.25,0.75,NO,NO,NO,13110
2010,4/26/2010 10:18 AM,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",TWIN FALLS,HANSEN,ID,42.51862,-114.27033999999999,CORROSION,EXTERNAL,22.0,21.0,1.0,NO,NO,YES,92856
2010,4/26/2010 10:35 AM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MCPHERSON,MCPHERSON,KS,38.47623,-97.72254000000001,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2.0,0.0,2.0,NO,NO,YES,117653
2010,4/26/2010 12:00 PM,2552,COLONIAL PIPELINE CO,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AUSTELL,COBB,GA,33.85651,-84.62941,CORROSION,EXTERNAL,3.0,3.0,0.0,NO,NO,NO,28880
2010,4/27/2010 2:00 PM,30003,HOUSTON REFINING LP.,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HOUSTON,HARRIS,TX,29.7169,-95.2364,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.25,0.15,0.1,NO,NO,YES,78188
2010,4/28/2010 12:00 PM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.7268,-95.141,CORROSION,INTERNAL,0.6,0.0,0.6,NO,NO,NO,4575
2010,4/28/2010 12:55 PM,12105,"MAGELLAN AMMONIA PIPELINE, L.P.",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",SCHALLER,IDA,IA,42.455890000000004,-95.32798000000001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.36,0.0,0.36,NO,NO,NO,32030
2010,4/29/2010 9:55 AM,32109,ONEOK NGL PIPELINE LP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",TOWANDA,BUTLER,KS,37.81654,-97.02048,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,770.0,0.0,770.0,NO,NO,YES,93627
2010,4/29/2010 5:20 PM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.6054,-74.2383,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.71,0.71,0.0,NO,NO,NO,23607
2010,4/30/2010 7:00 AM,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PORT ARTHUR,JEFFERSON,TX,29.91232,-94.01006,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,1.0,0.95,0.05,NO,NO,NO,1800
2010,5/4/2010 10:10 PM,26134,EXXONMOBIL OIL CORP - WEST COAST,ONSHORE,ABOVEGROUND,CRUDE OIL,SAN  PEDRO  CALIFORNIA,LOS ANGELES,CA,33.735001000000004,-118.27167,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2.0,2.0,0.0,NO,NO,NO,18375
2010,5/7/2010 1:00 PM,26125,CALNEV PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LAS VEGAS,CLARK,NV,36.253344,-115.04531100000001,CORROSION,EXTERNAL,5.75,5.75,0.0,NO,NO,NO,39518
2010,5/10/2010 8:00 AM,31570,TESORO - HIGH PLAINS PIPELINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,TIOGA,WILLIAMS COUNTY,ND,48.39475,-102.9138,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,40.0,40.0,0.0,NO,NO,YES,5100
2010,5/10/2010 6:00 PM,30829,"TEPPCO CRUDE PIPELINE, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,HOBBS,LEA,NM,32.611,-103.0763,CORROSION,EXTERNAL,2.0,0.48,1.52,NO,NO,NO,51100
2010,5/12/2010 10:10 AM,31555,KINDER MORGAN CO2 CO. LP,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),DENVER CITY,GAINES COUNTY,TX,32.470420000000004,-102.46394000000001,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.53,0.0,0.53,NO,NO,NO,823
2010,5/16/2010 12:00 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,CRANE,CRANE,TX,31.42962,-102.38066500000001,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,9.0,9.0,0.0,NO,NO,YES,11375
2010,5/16/2010 2:30 AM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,TANK,CRUDE OIL,ST. JAMES,ASSUMPTION,LA,30.0119001,-90.85080009999999,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,125.0,125.0,0.0,NO,NO,NO,1879337
2010,5/16/2010 6:45 AM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,CRUDE OIL,GRAHAM,YOUNG,TX,33.07358,-98.58654,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3.0,2.0,1.0,NO,NO,,23575
2010,5/16/2010 2:50 PM,30829,"TEPPCO CRUDE PIPELINE, LLC",ONSHORE,TANK,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.34921,-94.93901,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,13.0,12.0,1.0,NO,NO,NO,194586
2010,5/17/2010 7:00 AM,30829,"TEPPCO CRUDE PIPELINE, LLC",ONSHORE,TANK,CRUDE OIL,TEXAS CITY,GALVESTON,TX,29.3475,-94.94167,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,70.0,69.5,0.5,NO,NO,NO,1400
2010,5/19/2010 10:00 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.48191,-94.83511,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1.0,0.0,1.0,NO,NO,NO,6868
2010,5/19/2010 2:08 PM,2552,COLONIAL PIPELINE CO,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",AVENEL,Middlesex,NJ,40.57083,-74.25333,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.38,0.02,0.36,NO,NO,,20050
2010,5/20/2010 10:30 AM,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",GORDON,PALO PINTO,TX,32.561840000000004,-98.350678,CORROSION,EXTERNAL,4.1,0.0,4.1,NO,NO,YES,70000
2010,5/20/2010 3:50 PM,1845,"BUCKEYE PARTNERS, LP",ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.61428,-74.21755,CORROSION,EXTERNAL,1.0,1.0,0.0,NO,NO,YES,305195
2010,5/20/2010 4:30 PM,31476,SEMGROUP LP,ONSHORE,UNDERGROUND,CRUDE OIL,HUDSON,STAFFORD,KS,38.1019,-98.85641899999999,CORROSION,INTERNAL,0.12,0.0,0.12,NO,NO,,11012
2010,5/20/2010 5:30 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EAST SPARTA,STARK,OH,40.70942,-81.36428000000001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",10.0,10.0,0.0,NO,NO,NO,1053057
2010,5/21/2010 1:45 PM,32334,TC OIL PIPELINE OPERATIONS INC,ONSHORE,UNDERGROUND,CRUDE OIL,CARPENTER ,BEADLE ,SD,44.623509999999996,-97.92161,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.11,0.0,0.11,NO,NO,YES,207508
2010,5/23/2010 6:30 AM,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,COLORADO CITY,SCURRY,TX,32.53091,-100.83715,CORROSION,INTERNAL,4.0,4.0,0.0,NO,NO,YES,9965
2010,5/24/2010 9:15 AM,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PASADENA,HARRIS,TX,29.71831,-95.18038,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,4.5,4.5,0.0,NO,NO,NO,25500
2010,5/25/2010 11:00 AM,26149,ALYESKA PIPELINE SERVICE CO,ONSHORE,TANK,CRUDE OIL,DELTA JUNCTION,Unorganized Borough,AK,63.93074,-145.76661000000001,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,2580.0,1461.0,1119.0,NO,NO,YES,28938000
2010,5/26/2010 7:30 PM,31666,"ROCKY MOUNTAIN PIPELINE SYSTEM, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",COMMERCE CITY,ADAMS,CO,39.800348,-104.94916200000002,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.7,0.6,4.1,NO,NO,YES,5066
2010,5/27/2010 3:50 AM,20160,"PETROLOGISTICS OLEFINS, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",PLAQUEMINE,IBERVILLE,LA,30.19071,-91.18293,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1.31,0.0,1.31,NO,NO,YES,5220
2010,5/27/2010 8:00 AM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KANSAS CITY,WYANDOTTE,KS,39.12851,-94.60705,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,10.0,5.0,5.0,NO,NO,NO,11700
2010,5/27/2010 12:45 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,CORSICANA,NAVARRO,TX,32.06839,-96.4708,CORROSION,INTERNAL,0.36,0.0,0.36,NO,NO,NO,9499
2010,5/27/2010 1:40 PM,9175,JAYHAWK PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,,TREGO,KS,38.72582,-99.73018,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1.0,0.0,1.0,NO,NO,YES,4765
2010,5/27/2010 3:00 PM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",Pasadena,Harris,TX,29.718767,-95.17955400000001,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.83,0.83,0.0,NO,NO,NO,5000
2010,5/29/2010 12:34 PM,395,AMOCO OIL CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CONSTANTINE ,ST. JOSEPH,MI,41.844019,-85.74113100000001,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,2121.0,1001.0,1120.0,NO,NO,YES,1965246
2010,5/29/2010 2:00 PM,30003,HOUSTON REFINING LP.,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.706473,-95.2338293,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.0,1.75,0.25,NO,NO,NO,150
2010,5/29/2010 5:15 PM,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.93019,-96.74132,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,85.0,85.0,0.0,NO,NO,YES,71000
2010,5/31/2010 10:00 AM,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SPARTANBURG,SPARTANBURG,SC,34.918009999999995,-81.87401,CORROSION,EXTERNAL,1.29,1.29,0.0,NO,NO,YES,22058
2010,6/1/2010 10:00 AM,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,MCKITTRICK,KERN,CA,35.467203000000005,-119.70399099999999,CORROSION,EXTERNAL,508.0,500.0,8.0,NO,NO,YES,150000
2010,6/1/2010 12:45 PM,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DAYTON,LIBERTY,TX,29.88878,-94.84975,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1.0,0.0,1.0,NO,NO,YES,150
2010,6/3/2010 7:13 PM,31684,CONOCOPHILLIPS,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",GOLDSMITH,ECTOR,TX,31.98743,-102.63968,CORROSION,EXTERNAL,4618.0,0.0,4618.0,NO,NO,YES,304262
2010,6/3/2010 8:21 PM,32109,ONEOK NGL PIPELINE LP,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MCCLOUD,LINCOLN,OK,35.55441,-97.10413,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,11.0,0.0,11.0,NO,NO,YES,1854
2010,6/4/2010 11:25 AM,22855,"KOCH PIPELINE COMPANY, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,ALBANY,STEARNS,MN,45.672992,-94.593917,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1.9,0.0,1.9,NO,NO,YES,13741
2010,6/5/2010 10:30 AM,30755,CITGO PRODUCTS PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",VICTORIA,VICTORIA,TX,28.85030001,-97.00220001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",2.0,2.0,0.0,NO,NO,YES,150758
2010,6/7/2010 8:00 AM,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,GRENORA,WILLIAMS,ND,48.720364000000004,-101.20851,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,1.0,0.0,NO,NO,YES,10070
2010,6/7/2010 12:50 PM,32147,MARATHON PIPE LINE LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ASHMORE,COLES,IL,39.506925,-88.06549100000001,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.1,0.1,0.0,NO,NO,YES,287064
2010,6/8/2010 10:13 AM,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",NORCO,ST. CHARLES,LA,30.0124001,-90.40190009999999,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,10.7,0.0,10.7,NO,NO,YES,784
2010,6/8/2010 3:45 PM,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,UNDERGROUND,CRUDE OIL,MARSHFIELD,WOOD,WI,44.67167,-90.24833000000001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.0,1.0,0.0,NO,NO,YES,330000
2010,6/8/2010 3:50 PM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",WESTLAKE,CALCASIEU PARISH,LA,30.239546999999998,-93.27771700000001,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.0,2.99,0.01,NO,NO,YES,76269
2010,6/9/2010 8:00 AM,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NORTH AUGUSTA,EDGEFIELD,SC,33.59667,-81.95333000000001,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,10.83,1.31,9.52,NO,NO,NO,26885
2010,6/9/2010 10:47 PM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,HOUSTON,HARRIS,TX,29.74697,-95.12399,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3.0,0.0,3.0,NO,NO,YES,16534
2010,6/10/2010 4:30 AM,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,DOUGLAS,NACOGDOCHES,TX,31.65608,-94.84362,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.5,0.0,0.5,NO,NO,NO,2536
2010,6/11/2010 7:00 AM,1248,BELLE FOURCHE PIPELINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,Fort Laramie,Goshen,WY,42.20753,-104.51014,CORROSION,EXTERNAL,0.36,0.24,0.12,NO,NO,NO,7500
2010,6/11/2010 7:00 PM,12624,MOBIL CORP,ONSHORE,UNDERGROUND,CRUDE OIL,BEAUMONT,JEFFERSON,TX,30.05006,-94.07014000000001,CORROSION,INTERNAL,2.11,2.11,0.0,NO,NO,,26581
2010,6/12/2010 7:42 AM,2731,CHEVRON PIPE LINE CO,ONSHORE,UNDERGROUND,CRUDE OIL,SALT LAKE CITY,SALT LAKE,UT,40.76505,-111.82493000000001,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,800.0,778.0,22.0,NO,NO,YES,32233740
2010,6/12/2010 12:34 PM,31684,CONOCOPHILLIPS,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.94595,-96.75007,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,6.0,4.0,2.0,NO,NO,NO,10180
2010,6/14/2010 4:26 AM,30829,"TEPPCO CRUDE PIPELINE, LLC",ONSHORE,TANK,CRUDE OIL,CUSHING,PAYNE,OK,35.946697,-96.748707,ALL OTHER CAUSES,MISCELLANEOUS,1.0,0.12,0.88,NO,NO,NO,11598
2010,6/14/2010 1:34 PM,31822,SUNCOR ENERGY (USA) PIPELINE CO.,ONSHORE,TANK,CRUDE OIL,CHEYENNE ,LARAMIE ,WY,41.123379,-104.783855,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,30.0,25.0,5.0,NO,NO,NO,45375
